,id,eid,formula,R1,R2,R3,F1,F2,F3,P0,P1,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition
262,263,Ti-35Nb-7Zr-5Ta-0.1O,Ti69.34Nb23.97Zr4.98Ta1.71,98,10.1007/s11837-004-0253-9,qazi2004,1,0,0,600,60,,,530,,590,,21,,,,10.96,meta,Ti-beta,,,ST-WQ,ST at 850 deg C for 1 h then WQ,Ti69.34 Nb23.97 Zr4.98 Ta1.71
263,264,Ti-35Nb-7Zr-5Ta-0.5O,Ti69.41Nb23.57Zr5.06Ta1.96,98,10.1007/s11837-004-0253-9,qazi2004,1,0,0,4600,23,,,937,,1014,,19,,,,10.92,meta,Ti-beta,,,ST-WQ,ST at 840 deg C for 1 h then WQ,Ti69.41 Nb23.57 Zr5.06 Ta1.96
264,265,Ti-35Nb-7Zr-5Ta-0.7O,Ti69.59Nb23.54Zr4.92Ta1.96,98,10.1007/s11837-004-0253-9,qazi2004,1,0,0,6800,28,,,1081,,1097,,21,,,,10.92,meta,Ti-beta,,,ST-WQ,ST at 900 deg C for 1 h then WQ,Ti69.59 Nb23.54 Zr4.92 Ta1.96
265,266,Ti-30Zr-5Mo,Ti77.87Zr18.90Mo3.23,99,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,870,280,75,4,383,28,762,25,18,3,,,5.38,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti77.87 Zr18.9 Mo3.23
266,267,Ti-30Zr-6Mo,Ti77.15Zr18.98Mo3.87,99,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,1340,160,63,5,459,63,723,7,33,5,,,6.41,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti77.15 Zr18.98 Mo3.87
267,268,Ti-30Zr-7Mo,Ti76.43Zr19.29Mo4.28,99,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,1260,120,66,3,674,13,784,17,19,1,,,7.04,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti76.43 Zr19.29 Mo4.28
268,269,at_Ti-26Nb,Ti74.00Nb26.00,100,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,575,75,,447,,,,,,227,,11.35,meta,Ti-beta,Ti-alpha-dp,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti74 Nb26
269,270,at_Ti-26Nb-2Mo,Ti72.00Nb26.00Mo2.00,100,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,521,67,,535,,,,,,189,,14.34,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti72 Nb26 Mo2
270,271,at_Ti-26Nb-4Mo,Ti70.00Nb26.00Mo4.00,100,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,496,64,,621,,,,,,211,,17.24,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti70 Nb26 Mo4
271,272,at_Ti-26Nb-6Mo,Ti68.00Nb26.00Mo6.00,100,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,584,56,,634,,,,,,218,,20.04,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti68 Nb26 Mo6
272,273,at_Ti-26Nb-8Mo,Ti66.00Nb26.00Mo8.00,100,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,478,55,,663,,,,,,242,,22.77,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti66 Nb26 Mo8
273,274,at_AlNbTiV,Ti25.10Nb23.80V24.50Al26.6,101,10.1016/j.matlet.2014.11.162,stepanov2015,0,0,0,,240,,,1020,,1318,,-5,,448,12,13.71,meta,Ti-beta,,,ST-FC,"Samples homogenized at 1200 deg C for 24 h in vacuum. Cooling not specified (assumed FC). Compression tests at RT (22 deg C), rectangular specimens 7 x 5 x 5 mm3. Hardness measurements converted from 4394 (118) [MPa]",Ti25.1 Nb23.8 V24.5 Al26.6
274,275,at_HfNbTiZr,Ti25.00Nb25.00Zr25.00Hf25.00,102,10.1016/j.matlet.2014.05.134,wu2014,0,0,0,,1150,,,879,,969,,15,,,,6.34,near,Ti-beta,,,ST-FC,Samples homogenized at 1300 deg C for 6 h. Tensile tests performed at RT with dog-bone shape specimens with gauge geometry 1 x 5 x 10 mm. Real composition not measured/reported. Conclusion text conflicts with discussion (tensile tests could be performed with as-cast samples),Ti25 Nb25 Zr25 Hf25
275,276,at_TiNbZrTaHf,Ti19.70Nb18.93Zr21.23Ta19.68Hf20.46,103,10.1016/j.jallcom.2011.02.171,senkov2011,0,0,0,,150,,,929,15,,,-50,,390,,10.77,meta,Ti-beta,,,ST-FC,Samples HIPed at 1200 deg C (207 MPa) for 3 h. Compression tests with cylindrical specimens 3.7 x 5.6 mm at RT. Sample did not fracture (elongation set to -50%). ,Ti19.7 Nb18.93 Zr21.23 Ta19.68 Hf20.46
276,277,at_Ti-20Fe,Ti80.00Fe20.00,104,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1389,,1566,,-7.8,,484,,65.48,stable,Ti-beta,Ti-alpha,,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 44.9 GPa,Ti80 Fe20
277,278,at_Ti-20Fe-1Sn,Ti79.00Fe20.00Sn1.00,104,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1531,,1679,,-8.6,,495,,64.56,stable,Ti-beta,Ti-alpha,,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 49.4 GPa,Ti79 Fe20 Sn1
278,279,at_Ti-20Fe-3Sn,Ti77.00Fe20.00Sn3.00,104,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1574,,1732,,-3.5,,513,,62.79,stable,Ti-beta,Ti-alpha,TiFe,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 36.4,Ti77 Fe20 Sn3
279,280,at_Ti-20Fe-5Sn,Ti75.00Fe20.00Sn5.00,104,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1700,,2332,,-10.4,,558,,61.11,stable,Ti-alpha,Ti-beta,TiFe,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 33.6,Ti75 Fe20 Sn5
280,281,at_Ti-10Fe-3Sn-3Nb,Ti84.00Fe10.00Sn3.00Nb3.00,105,10.1016/j.msea.2017.08.060,zhao2017,0,1,0,,98,,,1470,,1950,,-50,,,,32.56,stable,Ti-beta,Ti-alpha-dp,,As-cast,Alpha-dp presence disputable. Reported elongation of -64% (replaced with -50%).,Ti84 Fe10 Sn3 Nb3
281,282,at_Ti-12Fe-3Sn-3Nb,Ti82.00Fe12.00Sn3.00Nb3.00,105,10.1016/j.msea.2017.08.060,zhao2017,0,0,0,,100,,,1600,,2080,,-50,,,,38.65,stable,Ti-beta,,,As-cast,Additional phases were not characterized. Reported elongation of -52% (replaced with -50%).,Ti82 Fe12 Sn3 Nb3
282,283,at_Ti-14Fe-3Sn-3Nb,Ti80.00Fe14.00Sn3.00Nb3.00,105,10.1016/j.msea.2017.08.060,zhao2017,0,0,0,,106,,,1880,,2400,,-32,,,,44.71,stable,Ti-beta,,,As-cast,Additional phases were not characterized. Sample with no apparent fracture in compression - deformation set to -50%.,Ti80 Fe14 Sn3 Nb3
